cliente_id,nome,email,telefone,cidade,estado,cep,data_cadastro
83,Cliente 83 ,cliente83@email.com,71 99999-9999,feira de santana,Bahia,40000-000,19/08/2024
84,Cliente 84 ,cliente84@email.com,71999999999,Salvador,BA,40000-000,15/03/2025
85,Cliente 85 ,cliente85@email.com,71999999999,Feira de Santana,BA,40000-000,2025-02-10
85,Cliente 86 ,cliente86@email.com,71999999999,feira de santana,Bahia,40000000,2024-03-07
87,Cliente 87 ,cliente87@email.com,71999999999,feira de santana,BA,40000-000,22/01/2024
88,Cliente 88 ,cliente88@email.com,(71)99999-9999,SALVADOR,bahia,40000000,2024-12-17
89,Cliente 89 ,cliente89@email.com,(71)99999-9999,SALVADOR,BA,40000-000,2024-10-28
90,Cliente 90 ,cliente90@email.com,71 99999-9999,Salvador,Bahia,40000000,2024-10-02
91,Cliente 91 ,cliente91@email.com,71999999999,Salvador ,bahia,40000-000,2024-05-08
92,Cliente 92 ,cliente92@email.com,(71)99999-9999,Salvador,BA,40000-000,12/04/2025
93, Cliente 93,cliente93@email.com,71999999999,feira de santana,BA,40000000,2024-12-06
94,Cliente 94 ,cliente94@email.com,(71)99999-9999,Salvador,bahia,40000000,16/02/2024
95, Cliente 95,cliente94@email.com,(71)99999-9999,Salvador,bahia,40000000,2024-06-09
96,Cliente 96 ,cliente96@email.com,71 99999-9999,Salvador ,BA,40000000,2025-03-06
97,Cliente 97 ,cliente97@email.com,71 99999-9999,Feira de Santana,bahia,40000000,2024-02-23
98,Cliente 98 ,cliente98@email.com,71 99999-9999,feira de santana,bahia,40000-000,04/04/2025
99,Cliente 99 ,cliente99@email.com,(71)99999-9999,Salvador,Bahia,40000000,2024-03-05
100,Cliente 100 ,cliente100@email.com,(71)99999-9999,Feira de Santana,Bahia,40000000,29/06/2024
101,Cliente 101 ,cliente101@email.com,71 99999-9999,Salvador,BA,40000000,13/04/2025
102,Cliente 102 ,cliente102@email.com,(71)99999-9999,Feira de Santana,Bahia,40000000,19/04/2025
103,Cliente 103 ,cliente103@email.com,71999999999,SALVADOR,BA,40000000,21/10/2024
104,Cliente 104 ,cliente104@email.com,(71)99999-9999,Salvador ,Bahia,40000000,25/08/2024
105,Cliente 105 ,cliente105@email.com,71 99999-9999,SALVADOR,bahia,40000-000,2025-04-09
106,Cliente 106 ,cliente106@email.com,71999999999,Salvador,bahia,40000000,2024-12-31
107, Cliente 107,cliente107@email.com,71 99999-9999,Salvador,BA,40000-000,2024-11-25
108,Cliente 108 ,cliente108@email.com,(71)99999-9999,Salvador ,BA,40000-000,02/11/2024
109,Cliente 109 ,cliente109@email.com,71 99999-9999,Salvador ,bahia,40000-000,12/02/2025
110,Cliente 110 ,cliente110@email.com,(71)99999-9999,Feira de Santana,BA,40000-000,17/01/2025
111,Cliente 111 ,cliente111@email.com,71 99999-9999,feira de santana,bahia,40000000,21/01/2024
112,Cliente 112 ,cliente112@email.com,(71)99999-9999,Salvador,bahia,40000-000,24/02/2025
113,Cliente 113 ,cliente113@email.com,71 99999-9999,feira de santana,bahia,40000000,26/09/2024
114,Cliente 114 ,cliente114@email.com,(71)99999-9999,feira de santana,bahia,40000000,19/08/2024
115,Cliente 115 ,cliente115@email.com,71999999999,Salvador ,bahia,40000-000,2024-08-05
116,Cliente 116 ,cliente116@email.com,71 99999-9999,Salvador,BA,40000-000,2025-03-09
117,Cliente 117 ,cliente117@email.com,(71)99999-9999,Feira de Santana,Bahia,40000000,2024-08-21
118,Cliente 118 ,cliente118@email.com,71999999999,Salvador ,Bahia,40000-000,28/10/2024
119,Cliente 119 ,cliente119@email.com,(71)99999-9999,Feira de Santana,bahia,40000000,09/08/2024
120,Cliente 120 ,cliente120@email.com,(71)99999-9999,Feira de Santana,bahia,40000000,2024-02-16
121,Cliente 121 ,cliente121@email.com,71999999999,Salvador,Bahia,40000-000,2024-09-02
122,Cliente 122 ,cliente122@email.com,71999999999,Feira de Santana,bahia,40000-000,2024-10-08
123,Cliente 123 ,cliente123@email.com,71999999999,feira de santana,bahia,40000000,2025-03-03
124,Cliente 124 ,cliente124@email.com,71 99999-9999,Salvador,BA,40000-000,19/03/2025
125,Cliente 125 ,cliente125@email.com,(71)99999-9999,Feira de Santana,BA,40000000,2024-02-24
126,Cliente 126 ,cliente126@email.com,71 99999-9999,Salvador ,Bahia,40000000,20/03/2025
127,Cliente 127 ,cliente127@email.com,71 99999-9999,Salvador ,Bahia,40000-000,05/01/2024
128,Cliente 128 ,cliente128@email.com,71 99999-9999,Feira de Santana,Bahia,40000-000,27/04/2024
129,Cliente 129 ,cliente129@email.com,(71)99999-9999,SALVADOR,Bahia,40000-000,2024-09-29
130,Cliente 130 ,cliente130@email.com,(71)99999-9999,Salvador ,Bahia,40000-000,12/09/2024
131,Cliente 131 ,cliente131@email.com,71999999999,feira de santana,bahia,40000000,2024-09-30
132,Cliente 132 ,cliente132@email.com,71 99999-9999,SALVADOR,Bahia,40000000,02/09/2024
133,Cliente 133 ,cliente133@email.com,71999999999,Salvador,bahia,40000-000,2024-10-15
134,Cliente 134 ,cliente134@email.com,71 99999-9999,Salvador ,Bahia,40000000,2024-01-03
135,Cliente 135 ,cliente135@email.com,71 99999-9999,SALVADOR,Bahia,40000000,17/05/2024
136,Cliente 136 ,cliente136@email.com,(71)99999-9999,SALVADOR,bahia,40000-000,2024-06-26
137,Cliente 137 ,cliente137@email.com,71999999999,Salvador ,bahia,40000-000,2024-07-04
138,Cliente 138 ,cliente138@email.com,71 99999-9999,SALVADOR,BA,40000000,2024-05-20
139,Cliente 139 ,cliente139@email.com,(71)99999-9999,SALVADOR,bahia,40000000,2024-07-26
140,Cliente 140 ,cliente140@email.com,71 99999-9999,Feira de Santana,bahia,40000000,2024-06-03
141,Cliente 141 ,cliente141@email.com,71 99999-9999,Salvador,BA,40000-000,20/04/2024
142, Cliente 142,cliente142@email.com,71 99999-9999,Salvador ,Bahia,40000-000,2024-07-25
143, Cliente 143,cliente143@email.com,(71)99999-9999,feira de santana,bahia,40000-000,12/11/2024
144,Cliente 144 ,cliente144@email.com,71 99999-9999,SALVADOR,bahia,40000-000,04/09/2024
145,Cliente 145 ,cliente145@email.com,(71)99999-9999,Feira de Santana,Bahia,40000-000,2025-05-15
146,Cliente 146 ,cliente146@email.com,71 99999-9999,Salvador,bahia,40000-000,2025-04-15
147,Cliente 147 ,cliente147@email.com,(71)99999-9999,Salvador,Bahia,40000000,21/05/2024
148,Cliente 148 ,cliente148@email.com,(71)99999-9999,Salvador,bahia,40000-000,2025-02-19
149,Cliente 149 ,cliente149@email.com,(71)99999-9999,feira de santana,Bahia,40000000,14/02/2025
150,Cliente 150 ,cliente150@email.com,71999999999,Salvador,bahia,40000000,2025-03-22
151, Cliente 151,cliente151@email.com,(71)99999-9999,Salvador ,Bahia,40000-000,11/11/2024
152,Cliente 152 ,cliente152@email.com,(71)99999-9999,Feira de Santana,bahia,40000-000,2024-11-21
153,Cliente 153 ,cliente153@email.com,71999999999,feira de santana,bahia,40000000,02/04/2025
154,Cliente 154 ,cliente154@email.com,(71)99999-9999,SALVADOR,Bahia,40000-000,2024-07-22
155,Cliente 155 ,cliente155@email.com,71 99999-9999,SALVADOR,bahia,40000000,15/01/2025
156,Cliente 156 ,cliente156@email.com,71999999999,Feira de Santana,Bahia,40000000,2024-10-04
157,Cliente 157 ,cliente157@email.com,71999999999,Salvador,Bahia,40000000,2024-02-25
158,Cliente 158 ,cliente158@email.com,(71)99999-9999,feira de santana,Bahia,40000-000,2024-03-19
159, Cliente 159,cliente159@email.com,71 99999-9999,SALVADOR,bahia,40000000,2024-01-03
160,Cliente 160 ,cliente160@email.com,(71)99999-9999,SALVADOR,BA,40000-000,30/03/2024
161,Cliente 161 ,cliente161@email.com,71999999999,feira de santana,bahia,40000-000,2024-12-24
162,Cliente 162 ,cliente162@email.com,71 99999-9999,Salvador,Bahia,40000-000,2024-10-13
163,Cliente 163 ,cliente163@email.com,71999999999,Salvador,BA,40000000,26/08/2024
164,Cliente 164 ,cliente164@email.com,71 99999-9999,Salvador ,bahia,40000000,13/09/2024
165,Cliente 165 ,cliente165@email.com,71999999999,Feira de Santana,Bahia,40000000,2025-04-20
166,Cliente 166 ,cliente166@email.com,71 99999-9999,feira de santana,BA,40000000,2024-06-21
167,Cliente 167 ,cliente167@email.com,71 99999-9999,Feira de Santana,BA,40000-000,2025-05-03
168,Cliente 168 ,cliente168@email.com,71 99999-9999,feira de santana,bahia,40000-000,05/10/2024
169,Cliente 169 ,cliente169@email.com,(71)99999-9999,Feira de Santana,bahia,40000-000,2024-02-12
170,Cliente 170 ,cliente169@email.com,(71)99999-9999,Feira de Santana,Bahia,40000-000,2024-10-29
171,Cliente 171 ,cliente171@email.com,(71)99999-9999,SALVADOR,Bahia,40000-000,04/12/2024
172,Cliente 172 ,cliente172@email.com,71 99999-9999,SALVADOR,Bahia,40000000,01/10/2024
173,Cliente 173 ,cliente173@email.com,(71)99999-9999,Salvador,Bahia,40000-000,10/11/2024
174,Cliente 174 ,cliente174@email.com,(71)99999-9999,SALVADOR,BA,40000-000,27/02/2024
175,Cliente 175 ,cliente175@email.com,71 99999-9999,Feira de Santana,BA,40000-000,23/02/2025
176,Cliente 176 ,cliente176@email.com,71 99999-9999,Salvador ,bahia,40000-000,2025-01-02
177,Cliente 177 ,cliente177@email.com,71 99999-9999,Feira de Santana,bahia,40000-000,2024-05-17
178,Cliente 178 ,cliente178@email.com,71 99999-9999,SALVADOR,Bahia,40000000,28/01/2025
179,Cliente 179 ,cliente179@email.com,71999999999,SALVADOR,bahia,40000-000,2024-08-20
180,Cliente 180 ,cliente180@email.com,(71)99999-9999,SALVADOR,BA,40000-000,2024-12-13
181,Cliente 181 ,cliente181@email.com,71999999999,feira de santana,bahia,40000-000,09/03/2025
182,Cliente 182 ,cliente182@email.com,71 99999-9999,Salvador,Bahia,40000-000,2024-08-22
183,Cliente 183 ,cliente183@email.com,(71)99999-9999,Feira de Santana,BA,40000-000,19/03/2025
184,Cliente 184 ,cliente184@email.com,71 99999-9999,Salvador ,Bahia,40000000,08/04/2025
185,Cliente 185 ,cliente185@email.com,(71)99999-9999,Salvador,Bahia,40000000,28/10/2024
186,Cliente 186 ,cliente186@email.com,(71)99999-9999,Salvador,bahia,40000000,31/07/2024
187,Cliente 187 ,cliente187@email.com,71999999999,Salvador,bahia,40000-000,21/02/2024
188,Cliente 188 ,cliente188@email.com,71 99999-9999,Salvador ,bahia,40000-000,2024-09-05
189,Cliente 189 ,cliente189@email.com,71 99999-9999,Salvador,BA,40000000,2024-07-03
190,Cliente 190 ,cliente190@email.com,(71)99999-9999,Salvador ,bahia,40000000,24/02/2025
191,Cliente 191 ,cliente191@email.com,71999999999,Salvador,bahia,40000-000,23/02/2025
192,Cliente 192 ,cliente192@email.com,71 99999-9999,Salvador,BA,40000-000,08/04/2025
193,Cliente 193 ,cliente193@email.com,71 99999-9999,Salvador ,BA,40000-000,20/02/2024
194, Cliente 194,cliente194@email.com,71999999999,feira de santana,BA,40000000,22/06/2024
195,Cliente 195 ,cliente195@email.com,(71)99999-9999,Salvador,BA,40000000,2024-08-01
196, Cliente 196,cliente196@email.com,71 99999-9999,feira de santana,Bahia,40000-000,2025-05-13
197,Cliente 197 ,cliente197@email.com,71 99999-9999,Salvador,bahia,40000000,2024-08-22
198,Cliente 198 ,cliente198@email.com,71 99999-9999,Salvador ,BA,40000-000,08/01/2024
199,Cliente 199 ,cliente199@email.com,71999999999,SALVADOR,BA,40000-000,2024-01-18
200,Cliente 200 ,cliente200@email.com,(71)99999-9999,Salvador ,Bahia,40000-000,2024-04-09
201,Cliente 201 ,cliente201@email.com,71 99999-9999,Feira de Santana,bahia,40000000,2024-07-05
202,Cliente 202 ,cliente202@email.com,71 99999-9999,feira de santana,Bahia,40000000,2024-06-22
203,Cliente 203 ,cliente203@email.com,(71)99999-9999,feira de santana,bahia,40000000,03/11/2024
204,Cliente 204 ,cliente204@email.com,71 99999-9999,Salvador ,bahia,40000000,06/11/2024
205, Cliente 205,cliente205@email.com,(71)99999-9999,Feira de Santana,Bahia,40000-000,17/09/2024
206,Cliente 206 ,cliente206@email.com,71 99999-9999,SALVADOR,Bahia,40000000,2024-01-28
207,Cliente 207 ,cliente206@email.com,71 99999-9999,Salvador,Bahia,40000000,08/01/2024
208,Cliente 208 ,cliente208@email.com,71999999999,SALVADOR,bahia,40000-000,2024-06-17
209,Cliente 209 ,cliente209@email.com,71 99999-9999,Salvador ,Bahia,40000000,2024-04-29
210,Cliente 210 ,cliente210@email.com,71 99999-9999,feira de santana,bahia,40000000,03/06/2024
211,Cliente 211 ,cliente211@email.com,71999999999,SALVADOR,Bahia,40000-000,2024-11-07
212,Cliente 212 ,cliente212@email.com,(71)99999-9999,Feira de Santana,BA,40000-000,03/01/2025
213,Cliente 213 ,cliente212@email.com,71 99999-9999,Salvador ,Bahia,40000000,2024-03-28
214,Cliente 214 ,cliente214@email.com,71 99999-9999,Feira de Santana,Bahia,40000-000,25/10/2024
215,Cliente 215 ,cliente215@email.com,(71)99999-9999,Salvador,bahia,40000000,2024-02-28
216,Cliente 216 ,cliente216@email.com,(71)99999-9999,Feira de Santana,Bahia,40000-000,2024-01-28
217,Cliente 217 ,cliente217@email.com,(71)99999-9999,Salvador,BA,40000-000,2024-01-02
218,Cliente 218 ,cliente217@email.com,71999999999,Salvador,BA,40000000,2024-06-19
219,Cliente 219 ,cliente219@email.com,(71)99999-9999,Salvador ,bahia,40000000,2025-03-31
220,Cliente 220 ,cliente220@email.com,71 99999-9999,Feira de Santana,BA,40000000,16/06/2024
221,Cliente 221 ,cliente221@email.com,71999999999,SALVADOR,BA,40000-000,31/03/2024
222, Cliente 222,cliente222@email.com,71 99999-9999,SALVADOR,BA,40000000,2024-03-17
223,Cliente 223 ,cliente223@email.com,71 99999-9999,Salvador,Bahia,40000-000,2025-02-10
224,Cliente 224 ,cliente224@email.com,71 99999-9999,Salvador,BA,40000-000,25/04/2025
225,Cliente 225 ,cliente225@email.com,71 99999-9999,Salvador,bahia,40000000,2025-01-26
226,Cliente 226 ,cliente226@email.com,71 99999-9999,feira de santana,Bahia,40000000,15/02/2024
227,Cliente 227 ,cliente227@email.com,(71)99999-9999,SALVADOR,bahia,40000-000,2024-05-02
228,Cliente 228 ,cliente228@email.com,(71)99999-9999,Salvador ,Bahia,40000000,21/08/2024
229,Cliente 229 ,cliente229@email.com,71999999999,Salvador ,BA,40000000,27/03/2024
230,Cliente 230 ,cliente230@email.com,71999999999,SALVADOR,Bahia,40000-000,2024-03-10
231,Cliente 231 ,cliente231@email.com,71 99999-9999,Salvador ,BA,40000000,14/03/2025
232,Cliente 232 ,cliente232@email.com,(71)99999-9999,Salvador,BA,40000000,2024-02-05
233, Cliente 233,cliente232@email.com,71999999999,Salvador ,bahia,40000000,16/09/2024
234,Cliente 234 ,cliente234@email.com,71 99999-9999,Salvador ,Bahia,40000-000,04/04/2024
235,Cliente 235 ,cliente235@email.com,71999999999,Salvador,BA,40000000,16/06/2024
236,Cliente 236 ,cliente236@email.com,(71)99999-9999,feira de santana,BA,40000-000,2024-02-19
237,Cliente 237 ,cliente237@email.com,71999999999,SALVADOR,BA,40000000,20/10/2024
238,Cliente 238 ,cliente238@email.com,71999999999,feira de santana,Bahia,40000-000,2024-08-09
239,Cliente 239 ,cliente239@email.com,71999999999,Salvador,BA,40000000,2024-07-04
240,Cliente 240 ,cliente240@email.com,71 99999-9999,SALVADOR,BA,40000000,2024-11-25
241,Cliente 241 ,cliente241@email.com,71 99999-9999,Salvador,BA,40000000,31/03/2025
242,Cliente 242 ,cliente242@email.com,(71)99999-9999,feira de santana,Bahia,40000-000,2024-09-06
243,Cliente 243 ,cliente243@email.com,71 99999-9999,Salvador ,bahia,40000000,2025-03-31
244,Cliente 244 ,cliente244@email.com,71999999999,Salvador ,BA,40000-000,10/04/2025
245,Cliente 245 ,cliente245@email.com,(71)99999-9999,Feira de Santana,Bahia,40000-000,2024-05-30
246, Cliente 246,cliente246@email.com,71 99999-9999,SALVADOR,Bahia,40000000,28/01/2025
247,Cliente 247 ,cliente247@email.com,(71)99999-9999,SALVADOR,Bahia,40000-000,22/07/2024
248,Cliente 248 ,cliente248@email.com,(71)99999-9999,Feira de Santana,BA,40000000,2025-05-12
249,Cliente 249 ,cliente249@email.com,71999999999,Salvador,bahia,40000000,18/10/2024
250,Cliente 250 ,cliente250@email.com,71 99999-9999,Feira de Santana,Bahia,40000-000,16/07/2024
251,Cliente 251 ,cliente251@email.com,71 99999-9999,Salvador ,Bahia,40000000,01/05/2024
252,Cliente 252 ,cliente252@email.com,71999999999,SALVADOR,BA,40000000,2025-04-21
253,Cliente 253 ,cliente253@email.com,71999999999,feira de santana,Bahia,40000000,2024-01-05
254,Cliente 254 ,cliente254@email.com,71999999999,feira de santana,BA,40000000,2024-08-26
255,Cliente 255 ,cliente255@email.com,71999999999,SALVADOR,bahia,40000000,29/04/2024
256,Cliente 256 ,cliente256@email.com,71 99999-9999,feira de santana,bahia,40000000,2024-10-30
257,Cliente 257 ,cliente256@email.com,(71)99999-9999,Salvador,Bahia,40000000,2024-12-31
258,Cliente 258 ,cliente258@email.com,(71)99999-9999,Salvador ,BA,40000-000,2024-02-13
259,Cliente 259 ,cliente259@email.com,71999999999,Feira de Santana,Bahia,40000-000,2024-10-27
260,Cliente 260 ,cliente260@email.com,(71)99999-9999,Salvador ,BA,40000000,2024-04-02
261,Cliente 261 ,cliente261@email.com,71 99999-9999,SALVADOR,Bahia,40000000,14/08/2024
262,Cliente 262 ,cliente262@email.com,(71)99999-9999,Salvador ,Bahia,40000000,2024-06-18
263,Cliente 263 ,cliente263@email.com,71 99999-9999,Feira de Santana,bahia,40000-000,2024-06-12
264,Cliente 264 ,cliente264@email.com,71999999999,Feira de Santana,bahia,40000-000,2024-02-22
265,Cliente 265 ,cliente265@email.com,71 99999-9999,Salvador ,Bahia,40000000,08/01/2024
266,Cliente 266 ,cliente266@email.com,(71)99999-9999,feira de santana,Bahia,40000000,10/03/2025
267,Cliente 267 ,cliente267@email.com,(71)99999-9999,Salvador,bahia,40000-000,01/10/2024
268,Cliente 268 ,cliente268@email.com,71 99999-9999,Salvador ,bahia,40000000,14/10/2024
269,Cliente 269 ,cliente269@email.com,71999999999,SALVADOR,BA,40000-000,2025-03-15
270,Cliente 270 ,cliente270@email.com,71999999999,Salvador ,Bahia,40000-000,25/06/2024
271,Cliente 271 ,cliente271@email.com,(71)99999-9999,SALVADOR,Bahia,40000-000,09/06/2024
272,Cliente 272 ,cliente272@email.com,71999999999,Feira de Santana,bahia,40000000,2024-11-05
273,Cliente 273 ,cliente273@email.com,71999999999,Salvador ,BA,40000000,03/01/2024
274,Cliente 274 ,cliente274@email.com,71 99999-9999,SALVADOR,Bahia,40000-000,11/07/2024
275,Cliente 275 ,cliente275@email.com,71 99999-9999,Salvador ,BA,40000-000,2024-03-22
276,Cliente 276 ,cliente276@email.com,71999999999,Feira de Santana,bahia,40000-000,2024-08-08
277,Cliente 277 ,cliente277@email.com,71 99999-9999,Salvador ,bahia,40000-000,11/01/2024
278,Cliente 278 ,cliente278@email.com,71 99999-9999,Feira de Santana,BA,40000-000,09/03/2024
279,Cliente 279 ,cliente279@email.com,71999999999,Salvador ,bahia,40000000,03/02/2024
280,Cliente 280 ,cliente280@email.com,71 99999-9999,SALVADOR,BA,40000-000,04/01/2025
281,Cliente 281 ,cliente281@email.com,71999999999,Salvador,Bahia,40000000,23/02/2024
282,Cliente 282 ,cliente282@email.com,71 99999-9999,Feira de Santana,bahia,40000000,14/03/2024
